"#","Event code","Title","ELIXIR Node","Start date","End date","Duration","Event type","Funding","Organising Institution/s","Location (city, country)","EXCELERATE subtask","Target audience","Additional ELIXIR Platforms involved","ELIXIR Communities involved","Number of participants","Number of trainers/ facilitators","Url to event page/ agenda","Main organiser"
"1224","5969","Protein identification in mass spectrometry data using SearchGUI and PeptideShaker - Proteomic Forum 2017","ELIXIR-DE","04.04.2017","04.04.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Ruhr University Bochum","Germany","","Academia/ Research Institution","NA","Proteomics","24","2","https://www.denbi.de/training-archive-sorted-according-by-date/2017/216-protein-identification-in-mass-spectrometry-data-using-searchgui-and-peptideshaker-proteomic-forum-2017","ELIXIR-DE"
"1225","5917","Make your services accessible via ELIXIR AAI","ELIXIR-CZ, ELIXIR-FI","04.04.2017","05.04.2017","2.00 Days","Training - face to face","ELIXIR Node","AARC project","Germany","WP4","Academia/ Research Institution","NA","NA","20","4","https://docs.google.com/document/d/1-ql5li_vpcrxn6nkwWZn3eMqIlf2qPSwD9k9rfJnXls/edit#heading=h.30zolhj91r49","ELIXIR-CZ"
"1226","5813","Transcriptomics Analysis: RNA-seq","ELIXIR-CH","04.04.2017","05.04.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","25","1","https://www.sib.swiss/training/course/2017-04-rna-seq","ELIXIR-CH"
"1227","6435","Basic statistics and data handling","ELIXIR-UK","03.04.2017","05.04.2017","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","31","4","https://training.csx.cam.ac.uk/bioinformatics/event/2034285","ELIXIR-UK"
"1228","5968","Advanced R Programming","ELIXIR-DE","03.04.2017","04.04.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","EMBL","Germany","","Academia/ Research Institution","NA","NA","30","6","https://www.denbi.de/training-archive-sorted-according-by-date/2017/215-advanced-r-programming","ELIXIR-DE"
"1229","5967","OpenMS & KNIME - Proteomic Forum 2017","ELIXIR-DE","03.04.2017","03.04.2017","1.00 Days","Knowledge exchange workshop","Non-ELIXIR/ Non-EXCELERATE funds","University of Tübingen","Germany","","Academia/ Research Institution","NA","Proteomics, Metabolomics","43","2","https://www.denbi.de/training-archive-sorted-according-by-date/2017/214-openms-knime-protemic-forum-2017","ELIXIR-DE"
"1230","5966","Special Aspects of Bioinformatics for Proteomics - Proteomic Forum 2017","ELIXIR-DE","03.04.2017","03.04.2017","1.00 Days","Knowledge exchange workshop","Non-ELIXIR/ Non-EXCELERATE funds","Ruhr University Bochum","Germany","","Academia/ Research Institution","NA","Proteomics","30","1","https://www.denbi.de/training-archive-sorted-according-by-date/2017/213-special-aspects-of-bioinformatics-for-proteomics-proteomic-forum-2017","ELIXIR-DE"
"1231","6151","Metagenomics data analysis","ELIXIR-FI, ELIXIR-NO","03.04.2017","06.04.2017","4.00 Days","Training - face to face","EXCELERATE, Non-ELIXIR/ Non-EXCELERATE funds","CSC","Finland","WP11 - TeSS","Academia/ Research Institution","NA","NA","39","12","https://www.csc.fi/web/training/-/metagenomics","ELIXIR-FI"
"1232","5965","BRENDA Workshop 2017","ELIXIR-DE","30.03.2017","31.03.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","TU Braunschweig","Germany","","Academia/ Research Institution","NA","NA","11","4","https://www.denbi.de/training-archive-sorted-according-by-date/2017/209-brenda-workshop-2017","ELIXIR-DE"
"1233","6315","CASyM winter school of Systems Medicine (including 3rd SysBioMed Tutorial)","ELIXIR-SI, ELIXIR-DE","29.03.2017","01.04.2017","4.00 Days","Training - face to face","EXCELERATE","University of Ljubljana Faculty of Medicine","Slovenia","WP11 - TtR, WP11 - eLearning","Academia/ Research Institution","NA","NA","29","2","http://cfgbc.mf.uni-lj.si/events/courses/2017winterschool/default.html","ELIXIR-SI"
"1234","6434","Introduction to high-throughput sequencing data analysis","ELIXIR-UK","28.03.2017","31.03.2017","4.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","35","6","https://training.csx.cam.ac.uk/bioinformatics/event/1983575","ELIXIR-UK"
"1235","6433","Python functions and modules: best practices","ELIXIR-UK","27.03.2017","27.03.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","34","2","https://training.csx.cam.ac.uk/bioinformatics/event/2032674","ELIXIR-UK"
"1236","6320","Unix/Linux Tutorial for Beginners 2","ELIXIR-SI, ELIXIR-SE","27.03.2017","29.03.2017","3.00 Days","Training - blended","EXCELERATE","University of Ljubljana Faculty of Medicine, NBIS","Slovenia","WP11 - TtR, WP11 - eLearning, WP10","Academia/ Research Institution","NA","NA","42","5","https://elixir.mf.uni-lj.si/course/view.php?id=17","ELIXIR-SI"
"1237","5812","Chip-seq data analysis: from quality check to motif discovery and more - An introduction to the tools and databases of the EPD team","ELIXIR-CH","27.03.2017","31.03.2017","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","14","5","https://www.sib.swiss/training/course/2017-03-chipseq","ELIXIR-CH"
"1238","6281","R Programming Foundations for Life Scientists","ELIXIR-SE","27.03.2017","31.03.2017","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","NBIS, SciLifeLab","Sweden","","Academia/ Research Institution","NA","NA","25","10","https://www.scilifelab.se/events/rvt17/","ELIXIR-SE"
"1239","5964","OpenMS Developer Retreat","ELIXIR-DE","26.03.2017","30.03.2017","5.00 Days","Knowledge exchange workshop","Non-ELIXIR/ Non-EXCELERATE funds","University of Tübingen","Portugal","","Academia/ Research Institution","NA","Proteomics, Metabolomics","15","2","https://www.denbi.de/training-archive-sorted-according-by-date/2017/208-openms-developer-retreat-2017","ELIXIR-DE"
"1240","6194","Statistical literacy and metacognition","ELIXIR-IT","23.03.2017","23.03.2017","1.00 Days","Training - face to face","ELIXIR Node","CNR","Italy","","Academia/ Research Institution","NA","NA","10","1","https://elixir-iib-training.github.io/website/docs/workshop_on_statistical_literacy_and_metacognition.pdf","ELIXIR-IT"
"1241","6222","Data Carpentry Workshop","ELIXIR-NL","22.03.2017","23.03.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","NLeSC and UMC Utrecht","Netherlands","","Academia/ Research Institution","NA","NA","","7","https://aschuerch.github.io/2017-03-22-amsterdam/","ELIXIR-NL"
"1242","5811","First Steps with Python","ELIXIR-CH","21.03.2017","22.03.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","23","2","https://www.sib.swiss/training/course/2017-03-FirstStepsPython","ELIXIR-CH"
"1243","5963","SeqAn Developer Retreat","ELIXIR-DE","20.03.2017","24.03.2017","5.00 Days","Knowledge exchange workshop","Non-ELIXIR/ Non-EXCELERATE funds","FU Berlin","Portugal","","Academia/ Research Institution","NA","NA","15","2","https://www.denbi.de/training-archive-sorted-according-by-date/2017/207-seqan-developer-retreat-2017","ELIXIR-DE"
"1244","5962","Introduction into the Analysis of Mass Spectrometry and Sequence Data with KNIME","ELIXIR-DE","17.03.2017","17.03.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Konstanz","Germany","","Academia/ Research Institution","NA","Proteomics, Metabolomics","5","3","https://www.denbi.de/training-archive-sorted-according-by-date/2017/206-introduction-into-the-analysis-of-mass-spectrometry-and-sequence-data-with-knime","ELIXIR-DE"
"1245","6432","Analysis of single cell RNA-seq data","ELIXIR-UK","16.03.2017","17.03.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","39","3","https://training.csx.cam.ac.uk/bioinformatics/event/1923637","ELIXIR-UK"
"1246","6431","An Introduction to Solving Biological Problems with PERL","ELIXIR-UK","14.03.2017","15.03.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","25","2","https://training.csx.cam.ac.uk/bioinformatics/event/1923699","ELIXIR-UK"
"1247","6429","BBSRC STARS Bioinformatics Winter School","ELIXIR-UK","13.03.2017","17.03.2017","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","BBSRC, Edingburgh Genomics University of Edingburgh","United Kingdom","","Academia/ Research Institution","NA","NA","12","22","https://genomics.ed.ac.uk/news-events/events/bbsrc-stars-bioinformatics-winter-school","ELIXIR-UK"
"1248","6430","Finding and accessing human genome data","ELIXIR-UK","13.03.2017","13.03.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","15","1","https://training.csx.cam.ac.uk/bioinformatics/event/2036684","ELIXIR-UK"
"1249","5810","Advanced Statistics: Statistical Modelling","ELIXIR-CH","13.03.2017","16.03.2017","4.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","24","1","https://www.sib.swiss/training/course/2017-03-advanced-stats","ELIXIR-CH"
"1250","5809","Ligand-protein docking and computer-aided drug design","ELIXIR-CH","13.03.2017","14.03.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","7","2","https://www.sib.swiss/training/course/2017-03-drug-design","ELIXIR-CH"
"1251","6251","Population Genetics and Demographic History","ELIXIR-PT","13.03.2017","17.03.2017","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Instituto Gulbenkian de Ciência","Portugal","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","10","4","http://gtpb.igc.gulbenkian.pt/bicourses/2017/PGDH17/index.html","ELIXIR-PT"
"1252","6280","RNA Seq","ELIXIR-SE","13.03.2017","15.03.2017","3.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","NBIS, SciLifeLab","Sweden","","Academia/ Research Institution","NA","NA","25","9","https://www.scilifelab.se/events/rnaseqvt17/","ELIXIR-SE"
"1253","5961","1st Freiburg Software Carpentry Course","ELIXIR-DE","09.03.2017","10.03.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Freiburg","Germany","","Academia/ Research Institution","NA","NA","26","4","https://www.denbi.de/training-archive-sorted-according-by-date/2017/174-1st-freiburg-software-carpentry-workshop","ELIXIR-DE"
"1254","5808","Inside protein databases: bridging sequences and knowledge","ELIXIR-CH","09.03.2017","09.03.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","20","3","https://www.sib.swiss/training/course/2017-03-SADBGO","ELIXIR-CH"
"1255","5915","Protein data bank","ELIXIR-CZ","09.03.2017","10.03.2017","2.00 Days","Training - face to face","ELIXIR Node","CEITEC","Czech Republic","","Academia/ Research Institution","NA","NA","","3","http://old.ceitec.eu/a4-protein-data-bank/f34229","ELIXIR-CZ"
"1256","6428","NERC-MDIBL Environmental Genomics and Metabolomics","ELIXIR-UK","06.03.2017","10.03.2017","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","NERC-MDIBL","United Kingdom","","Academia/ Research Institution","NA","NA","12","6","https://www.birmingham.ac.uk/facilities/metabolomics-training-centre/course-list.aspx","ELIXIR-UK"
"1257","6129","GDA 2017. International Course of Genomic Data Analysis","ELIXIR-ES","06.03.2017","10.03.2017","5.00 Days","Training - face to face","ELIXIR Node, Non-ELIXIR/ Non-EXCELERATE funds","CIPF","Spain","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","25","12","http://wikis.babelomics.org/gda17/doku.php","ELIXIR-ES"
"1258","6250","Proteomics Data Analysis","ELIXIR-PT","06.03.2017","10.03.2017","5.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","Instituto Gulbenkian de Ciência","Portugal","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","10","2","http://gtpb.igc.gulbenkian.pt/bicourses/2017/PDA17/index.html","ELIXIR-PT"
"1259","5960","Lipidomics: A Workshop about Lipid Function & Analysis","ELIXIR-DE","05.03.2017","05.03.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","ISAS Dortmund","Germany","","Academia/ Research Institution","NA","Proteomics, Metabolomics","35","5","https://www.denbi.de/training-archive-sorted-according-by-date/2017/205-lipidomics-a-workshop-about-lipid-function-analysis-dgms-2017","ELIXIR-DE"
"1260","5959","6th Programming for Evolutionary Biology Course","ELIXIR-DE","04.03.2017","15.03.2017","12.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Leipzig","Germany","","Academia/ Research Institution","NA","NA","27","18","https://www.denbi.de/training-archive-sorted-according-by-date/2017/204-6th-programming-for-evolutionary-biology-course","ELIXIR-DE"
"1261","6427","Using the Ensembl Genome Browser","ELIXIR-UK","03.03.2017","03.03.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","16","1","https://training.csx.cam.ac.uk/bioinformatics/event/1968864","ELIXIR-UK"
"1262","5958","Strategic workshop ""The future of proteomics in ELIXIR""","ELIXIR-DE","01.03.2017","02.03.2017","2.00 Days","Knowledge exchange workshop","ELIXIR Hub","University of Tübingen","Germany","","Academia/ Research Institution","NA","NA","","","https://f1000researchdata.s3.amazonaws.com/supplementary/11751/896688d9-3de3-4617-a794-573b03fb7cbd.pdf","ELIXIR-DE"
"1263","6623","EMBL-EBI: Interactions & Pathways - Reactome","ELIXIR-UK, ELIXIR-EMBL-EBI","28.02.2017","28.02.2017","1.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","11","1","https://training.csx.cam.ac.uk/bioinformatics/event/1994156","ELIXIR-UK"
"1264","5807","Intermediate stats: data analysis in practice","ELIXIR-CH","27.02.2017","28.02.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","SIB Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Healthcare, Non-Profit Organisation","NA","NA","27","2","https://www.sib.swiss/training/course/2017-02-intermediate-stats","ELIXIR-CH"
"1265","6426","An Introduction to Solving Biological Problems with R","ELIXIR-UK","23.02.2017","24.02.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","38","2","https://training.csx.cam.ac.uk/bioinformatics/event/1923690","ELIXIR-UK"
"1266","6425","An Introduction to Solving Biological Problems with Python","ELIXIR-UK","21.02.2017","22.02.2017","2.00 Days","Training - face to face","Non-ELIXIR/ Non-EXCELERATE funds","University of Cambridge","United Kingdom","","Academia/ Research Institution","NA","NA","36","2","https://training.csx.cam.ac.uk/bioinformatics/event/1923466","ELIXIR-UK"
"1267","6220","Ensembl Workshop","ELIXIR-NL","21.02.2017","22.02.2017","2.00 Days","Training - face to face","","","Netherlands","","","","","","","https://www.dtls.nl/courses/ensembl-workshop/","ELIXIR-NL"
"1268","6221","MGC COURSE âTECHNOLOGY FACILITIESâ","ELIXIR-NL","21.02.2017","23.02.2017","3.00 Days","Training - face to face","","MedGen Centre, Molecular Medicine Postgraduate school","Netherlands","","","","","","","https://www.dtls.nl/courses/mgc-course-technology-facilities/","ELIXIR-NL"
